FACILID,FACSIZE,CHAIN,own2,occu_cat,perroom1,perroom2,perapt1,perapt2,unitmicro,unitcook,unitoven,unitfrig,unitsink,unitlock,unitfull,unithalf,KITCHEN,resspou2,rcfyear2,RCFBUILT,smokeres2,smokercf2,wateres2,watercf2,GRABRCF,wheelrcf2,callres2,wheelres2,WHEELBAT,grabath2,RESPITE,ADULTDAY,anyddmi,RISKAGRE,RISKOTH,LGFURN,smfurn2,PETRCF,PETRES,carpark2,MEDICAID,resmed2,WAITLIST,waitnum2,waitdays2,movein2,DIED2,moveout2,movehosp2,movenh2,movercf2,movepriv2,moveothp2,movecost2,rnhour2,lpnhour2,aidehour2,acthour2,dirhour2,rnhppd2,lpnhppd2,aidehppd2,CONTRACT,VOLWORK,volnum2,VOLOFFIC,VOLHOME,VOLPERS,VOLTRAN,VOLVISIT,VOLFAM,VOLRELIG,VOLMEAL,VOLSHOP,VOLREC,VOLEXER,VOLOTHER,resvol2,nightstf2,dirnum2,rnnum2,lpnnum2,aidenum2,dirleft2,rnleft2,lpnleft2,aideleft2,FLUSTAFF,FLUST_IMP,VACRECOM,VACSITE,VACFREE,VACCOST,VACINCEN,VACPROF,VACFURLO,VACMAIN,PNEUMAIN,PANDEMIC,TRAINAID,trainhrs2,HOUSEKP,JANITOR,FOODPREP,HELPREC,HELPLAUN,HELPTRAN,anytask,HIFAM,HIAIDE,LIFEAIDE,PENSAIDE,PAYPREM,FORMFUNC,physcog2,INDSERV,EHRS,COMPUTER,ITDEM,ITMDINFO,ITFUNC,ITSERPLN,ITNOTE,ITPROB,ITRXADM,ITRXLIST,ITALLERG,ITPRESC,ITCONTRA,ITORDER,ITVIEW,ITREMIND,ITDISCH,ITPUBLIC,anyitcap,ITMD,ITNH,ITHOSP,ITPHARM,ITLAB,ITLTC,ITPERS,ITPHR,ITCORP,itanyexch,PDA,HISPN_IMP,reshisp2,GENDER_IMP,resmale2,resfemale2,AGE_IMP,reslt55,reslt65,reslt75,reslt85,resge85,RACE_IMP,reswhite2,resblack2,resother2,resmem2,urincont2,bedchair2,wheelchr2,bedhelp2,eathelp2,medhelp2,walkhelp2,bathhelp2,demwing2,perdembed2,perdemres2,DEMLOCK,DEMWATCH,DEMYARD,DEMRATIO,DEMTRAIN,ADEMER,DCEMER,ADCOG,DCCOG,ADBEH,DCBEH,ADSNC,DCSNC,ADMON,DCMON,ADURINE,DCURINE,ADFECES,DCFECES,ADLIFT,DCLIFT,ADDRUG,DCDRUG,ADEOLC,DCEOLC,ADOTH,DCOTH,SERVDIET,STAFDIET,SERVNURS,STAFNURS,SERVBHM,STAFBHM,SERVOUT,STAFOUT,SERVCONT,STAFCONT,SERVAPPT,STAFAPPT,SERVSTOR,STAFSTOR,SERVCOUN,STAFCOUN,SERVCASE,STAFCASE,SERVOCC,STAFOCC,SERVPT,STAFPT,SERVWORK,STAFWORK,SERVEDU,STAFEDU,CABLETV,PHONE,INTERNET,PUBNET,AMPHONE,TDD,LISTEN,SIGNAL,BOARD,OTHEAR,MEDSTORE,MEDMIND,MEDDELIV,MEDHAND,MEDTAKE,MEDCUE,MEDDROP,MEDIV,MEDINJ,MEDOTH,RNHAND,LPNHAND,CERTHAND,AIDEHAND,DIRHAND,RNADM,LPNADM,CERTADM,AIDEADM,DIRADM,PERSLIC,DRMEDS,RESTRAIN,DRUGBEH,RATETYPE,FFSTYPE,DEPOSIT,PRIORFEE,costapt1,costapt1a,costapt2,costapt2a,costrm1,costrm1a,costrm2,costrm2a,SNSBAS,SNSEX,CONTBAS,CONTEX,APPTBAS,APPTEX,OCCBAS,OCCEX,PTBAS,PTEX,PRIVNURS,mealsbas2,MEALTIME,MEALROOM,RESNOENG,SPEAKLAN,FAMHELP,HANDSIGN,OTHCOMM,FACRESP,totalfac2,certif_comb,thisfac2,DIRGEND,dirage2,DIRHISP,DIRWHITE,DIRBLACK,DIRASIAN,dirother,dired2,msa2,PUFSTRATA,PUFPOPFAC,FACFNWT
366,2,2,1,1,0,100,0,0,25,25,25,25,25,75,57.1,25,2,0,2,2,1,1,1,1,2,1,3,1,2,1,2,2,2,2,1,1,1,1,1,1,2,-1,2,-1,-1,6,1,2,5,50,50,5,5,5,0,0,200,0,1,1,1,5,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,95,1,1,0,0,5,0,0,0,0,8,2,1,2,2,2,2,2,2,4,4,1,1,2,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,33.3,66.7,25,2,100,0,0,33.3,3,5,5,4,4,1,5,4,2,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,2,1,2,2,-1,2,-1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,-1,2,2,2,2,1,1,2,-1,-1,-1,-1,-1,-1,2450,-1,-1,-1,2,1,-1,-1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,1,240,1,120,1,3,2,1,2,2,2,3,1,7,1539,8
367,3,2,2,2,93.8,6.2,0,0,25,25,25,25,25,75,25,40,2,0,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,-1,2,-1,-1,28,6,4,9.1,63.6,5,27.3,5,5,0,120,303,47,10,1,4,2,2,1,4,2,1,2,2,1,2,1,2,1,1,1,2,90.9,3,1,0,4,10,0,1,2,5,3,2,1,1,1,2,2,1,1,4,4,1,1,2,1,1,2,1,2,2,1,1,-1,1,1,1,1,2,1,1,-1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,0,2,25.5,74.5,2,25,25,25,29.1,60,2,69.1,25,0,56.4,1,5,5,5,4,1,5,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,3,3,2,3,1,2,3,3,3,3,2,3,3,3,3,3,1,1,1,1,2,-1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,-1,1,2,1,2,1,2,1,-1,-1,-1,-1,2385,-1,2385,-1,-1,-1,1,1,2,1,-1,-1,-1,-1,1,2,2,1,2,-1,-1,-1,-1,1,84,2,50,1,3,2,1,2,2,2,3,1,10,3778,11
368,3,1,1,1,0,0,100,0,25,25,25,25,25,75,75,25,1,8.7,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,-1,1,1,2,1,1,2,-1,2,-1,-1,15,6,3,75,12.5,12.5,5,5,5,10,40,268,20,10,2,3,3,2,1,4,2,2,2,2,1,1,1,2,2,1,2,1,95,1,1,0,1,12,2,0,0,3,7,2,1,1,1,2,2,2,1,2,2,3,1,2,1,1,1,1,1,2,1,2,2,2,1,-1,1,2,1,1,-1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,0,2,17.4,82.6,2,25,25,25,39.1,47.8,2,100,0,0,91.3,1,5,4,5,4,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,1,2,1,1,2,1,2,3,3,2,1,3,3,3,3,1,1,1,1,2,-1,1,1,1,3,1,1,1,1,1,1,2,-1,1,1,1,2,1,2,2,-1,2,-1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,-1,1,2,2,1,2,2,1,3180,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,127,1,120,2,2,2,1,2,2,2,3,2,5,2908,11
369,1,1,2,4,100,0,0,0,25,25,25,25,25,25,25,25,1,0,2,1,1,1,1,1,1,1,3,1,2,1,2,2,1,1,-1,1,1,2,1,1,1,75,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,258,0,2,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,8,0,0,0,2,5,2,1,2,2,2,2,2,2,1,4,3,1,4,1,1,1,1,1,1,1,1,-1,1,1,2,1,2,1,1,-1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,2,50,50,2,50,50,25,25,25,2,100,0,0,0,5,5,3,3,3,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,3,2,-1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,-1,-1,-1,-1,1500,-1,-1,-1,-1,-1,1,2,1,2,-1,-1,1,2,1,2,2,1,2,-1,-1,-1,-1,1,96,1,96,2,2,2,1,2,2,2,1,1,8,2395,2
370,2,1,1,3,0,100,0,0,25,25,25,25,25,75,75,25,2,0,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,1,2,1,1,2,-1,2,-1,-1,6,1,2,5,75,5,25,5,5,0,36,168,40,0,1,4,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,4,0,0,1,6,8,2,1,1,1,2,2,2,2,4,4,2,1,2,2,1,1,1,1,1,1,1,-1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,18.8,81.3,2,25,25,25,25,62.5,2,100,0,0,12.5,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,3,3,2,1,2,1,2,1,3,1,2,1,1,2,1,1,2,-1,1,3,1,1,2,-1,1,3,1,1,1,1,1,1,1,2,1,2,2,-1,2,-1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,1300,-1,-1,-1,-1,-1,1,2,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,2,-1,1,36,2,2,2,1,2,2,2,3,2,7,1539,7
371,3,1,1,3,0,0,100,0,75,25,25,75,75,75,75,25,1,16.1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,-1,2,-1,-1,25,3,4,5,57.1,7.1,21.4,14.3,42.9,40,0,384,80,20,2,1,2,2,1,4,2,2,1,2,1,2,1,2,2,1,2,2,64.5,3,3,1,0,15,2,0,1,10,5,1,2,2,2,2,2,2,1,5,5,2,1,2,2,2,2,1,2,1,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,0.1,2,25.8,74.2,2,25,25,25,41.9,56.5,2,98.4,0,1.6,21,3,5,4,5,5,4,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,2,3600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,12,2,12,2,2,2,1,2,2,2,3,1,1,1789,10
372,2,2,1,3,66.7,33.3,0,0,25,25,25,25,25,75,25,75,2,0,2,1,1,1,2,2,3,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,41.2,2,-1,-1,6,4,2,5,50,50,5,5,5,0,0,210,5,50,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,5.9,1,1,0,0,7,0,0,0,2,7,2,1,1,1,2,2,2,1,1,1,1,1,3,1,1,1,2,1,2,1,2,2,2,2,-1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,11.8,88.2,2,25,25,25,35.3,29.4,2,100,0,0,17.6,2,3,3,4,5,1,3,3,2,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,-1,1,1,1,2,1,1,1,1,2,-1,2,-1,1,1,1,2,1,2,2,-1,2,-1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,-1,-1,-1,-1,2000,-1,1250,-1,-1,-1,1,2,1,2,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,1,48,2,48,2,2,2,2,2,1,2,3,1,11,2516,8
373,2,2,1,3,66.7,33.3,0,0,25,25,25,25,25,25,25,25,1,0,2,2,1,1,1,1,3,2,3,2,2,2,2,2,1,2,1,1,1,1,1,1,2,-1,2,-1,-1,3,1,2,66.7,5,33.3,5,5,5,80,106,440,40,60,4,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,13,1,1,0,5,7,2,1,1,1,2,2,2,1,4,4,3,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0.1,2,85.7,14.3,2,75,25,25,25,25,2,78.6,14.3,5,95,1,4,4,3,4,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,-1,1,1,1,1,1,2,2,-1,-1,-1,-1,4500,-1,3500,-1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,24,1,24,2,1,2,1,2,2,2,2,1,7,1539,8
374,2,1,1,3,83.3,16.7,0,0,25,25,25,25,25,75,75,25,2,0,1,1,1,1,1,1,3,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,-1,2,-1,-1,5,1,2,33.3,66.7,5,5,5,5,0,0,180,0,40,1,1,4,2,1,4,2,2,1,2,2,1,1,2,2,1,1,2,95,1,1,0,0,7,1,0,0,3,8,2,1,2,2,2,2,2,2,4,4,3,1,1,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,100,2,25,25,25,25,75,2,100,0,0,30,5,5,5,5,5,4,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,3,1,2,1,2,1,1,2,1,2,2,1,2,3,2,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,2,1,2,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,-1,-1,-1,-1,2000,-1,3200,-1,-1,-1,1,2,1,2,-1,-1,2,1,1,2,1,1,2,-1,-1,-1,-1,1,40,2,12,2,2,2,1,2,2,2,2,2,7,1539,8
375,3,1,1,3,60.7,26.8,12.5,0,28.6,25,25,37.5,75,75,75,25,2,3.4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,20,2,-1,-1,20,6,1,-1,-1,-1,-1,-1,-1,0,0,582,40,70,1,1,3,2,1,4,2,2,1,2,1,2,1,2,2,1,1,2,43.1,2,3,1,0,15,0,0,0,7,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,-1,2,2,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,0.1,2,20.7,79.3,2,25,25,25,37.9,50,2,98.2,0,1.8,72.4,2,4,4,3,4,1,3,3,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,3,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2300,-1,-1,-1,2200,-1,2400,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,2,2,1,1,1,1,2,2,2,2,-1,1,120,1,2,2,1,2,2,2,2,1,3,899,8
376,1,2,1,2,33.3,66.7,0,0,25,25,25,33.3,25,25,25,25,1,0,1,1,2,1,2,2,3,1,3,1,2,2,2,1,1,2,1,1,1,2,2,1,1,75,2,-1,-1,1,1,1,5,5,5,95,5,5,0,0,80,0,40,1,1,4,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,95,1,1,0,0,2,0,0,0,0,1,2,1,2,2,2,2,2,2,4,4,1,2,2,1,1,1,1,1,1,1,2,2,2,2,-1,2,-1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,75,25,25,25,25,2,75,25,0,0,5,3,3,2,3,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,3,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,3,1,3,1,1,1,3,1,3,2,-1,2,-1,2,-1,2,-1,1,3,1,3,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,-1,-1,-1,-1,-8,-1,-8,-1,1,2,1,2,1,2,-1,-1,-1,-1,1,2,1,2,2,-1,-1,-1,-1,2,-1,1,42,2,2,2,2,1,2,2,-8,2,6,3318,23
377,1,2,1,3,100,0,0,0,25,25,25,25,25,25,25,40,1,0,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,-1,2,1,1,2,2,2,-1,1,5,180,1,1,1,-1,-1,-1,-1,-1,-1,0,0,116,4,60,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,4,0,0,0,0,8,2,1,1,1,2,2,2,2,4,4,2,1,2,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,25,40,60,2,100,0,0,80,1,4,4,1,1,1,4,4,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,3,3,1,2,2,2,1,1,1,2,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,-1,-1,-1,-1,2580,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,-1,-1,-1,-1,1,209,1,120,2,3,2,1,2,2,2,2,2,8,2395,22
378,3,1,2,3,85.7,14.3,0,0,25,25,25,71.4,25,75,70,30,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,38.1,2,-1,-1,45,6,4,5,45.7,13,28.3,10.9,5,0,50,378,0,0,1,2,2,2,1,4,2,2,2,2,1,2,1,2,1,1,1,2,79.4,2,1,1,4,15,0,0,1,10,7,2,1,1,1,2,2,2,2,4,4,1,1,2,2,2,2,1,1,2,1,1,-1,1,1,2,1,2,1,1,-1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,22.2,77.8,2,25,25,25,33.3,54,2,100,0,0,28.6,3,5,3,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,3,2,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,-1,2,-1,1,2,2,1,-8,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,-1,-1,-1,-1,2738,-1,2738,-1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,-1,-1,-1,-1,1,300,1,120,2,3,2,1,2,2,2,4,1,10,3778,10
379,1,2,1,4,33.3,66.7,0,0,25,25,25,25,25,75,33.3,25,1,0,2,2,1,1,2,2,3,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,20,1,10,91.3,4,2,1,5,5,5,95,5,5,60,0,168,0,44,4,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,5,0,0,0,5,6,2,1,2,2,2,2,2,2,4,4,1,1,3,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,25,25,75,2,100,0,0,95,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,-1,-1,-1,-1,3500,-1,3500,-1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,120,1,120,2,2,2,1,2,2,2,3,2,4,9825,33
380,2,2,1,2,50,50,0,0,25,25,25,25,25,25,25,25,1,0,2,2,1,1,2,2,2,1,3,2,2,2,2,1,1,1,-1,1,1,1,1,1,2,-1,2,-1,-1,2,3,1,-1,-1,-1,-1,-1,-1,1,0,88,8,80,2,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,2,0,0,0,0,7,2,2,2,1,2,2,2,2,3,3,1,1,4,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,33.3,25,25,25,25,2,100,0,0,33.3,3,4,4,4,4,1,3,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,3,2,-1,1,2,1,3,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,-1,-1,-1,-1,1500,-1,1408,-1,2,1,1,2,1,2,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,48,1,48,1,2,2,1,2,2,2,2,2,11,2516,8
381,1,2,1,4,0,100,0,0,25,25,25,25,25,75,40,25,2,0,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,50,1,1,60.8,6,1,3,33.3,33.3,5,5,33.3,33.3,0,0,260,20,60,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,8,0,0,0,2,1,1,2,2,2,2,2,2,2,5,5,1,1,4,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0.1,2,60,40,2,25,25,25,50,30,2,100,0,0,20,3,5,5,3,5,1,4,3,2,-1,-1,-1,-1,-1,-1,-1,3,2,1,2,1,2,2,3,3,2,1,2,1,2,2,2,3,3,2,2,2,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,1,1,2,2,1,2,2,-1,-1,-1,-1,-1,-1,2800,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,1,2,2,1,2,-1,-1,-1,-1,1,60,1,60,1,3,2,1,2,2,2,1,1,6,3318,25
382,2,1,1,3,25,75,0,0,25,25,25,25,25,25,25,25,2,0,2,2,1,1,1,1,3,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,-1,2,-1,-1,2,1,2,5,5,95,5,5,5,0,0,580,0,2,1,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,3,0,0,0,0,8,2,1,1,1,2,2,2,2,4,4,1,1,2,1,1,1,1,1,1,1,1,-1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,50,50,2,25,25,50,25,25,2,100,0,0,16.7,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,3,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,3,2,1,1,1,1,2,-1,1,3,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,2,2,-1,-1,-1,-1,3000,-1,1200,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,1,1,104,1,104,2,1,2,2,2,1,2,3,1,3,899,7
