Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,160348,(ILCH720) - Burnham Pointe [external],720 S. Clark Street,60605,LOOP,Multifamily Housing,483400,2008,1,23,15676113,17713644,,,,69.099999999999994,140.30000000000001,68.599999999999994,138.80000000000001,4090,8.5,41.872760540000002,-87.630952649999998,"(41.872760540000002, -87.630952649999998)"
2015,159310,(ILCH2138) - The Lex [external],2138 S. Indiana,60616,NEAR SOUTH SIDE,Multifamily Housing,571942,2007,1,43,15707889,19794002,,,,62.1,122.6,63.4,124.8,4207,7.4,41.853217460000003,-87.623042150000003,"(41.853217460000003, -87.623042150000003)"
2015,243683,3950 N Lake Shore Drive CA,3950 N. Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,742292,1957,1,31,15739211,58940603,,,,100.6,150,104.2,153.69999999999999,6293,8.5,41.954194280000003,-87.645976489999995,"(41.954194280000003, -87.645976489999995)"
2015,157159,The Maxwell,1100 S Canal Street,60607,NEAR WEST SIDE,Strip Mall,240159,2014,1,,15749795,3296429,,,,79.3,220.3,79.900000000000006,222.2,3339,13.9,41.869699879999999,-87.639651900000004,"(41.869699879999999, -87.639651900000004)"
2015,103634,Lewis & O'Malley,25 E. Jackson Blvd.,60604,LOOP,College/University,380371,1928,1,,15895648,14513209,,,,79.900000000000006,171.3,82.6,173.2,3965,10.4,41.878202000000002,-87.626867000000004,"(41.878202000000002, -87.626867000000004)"
2015,241007,ParkView at River East Condominium Association,505 North McClurg Court,60611,NEAR NORTH SIDE,Multifamily Housing,655191,2005,1,69,15895914,21400487,,,,56.9,110.5,59.4,113.9,4330,6.6,41.891460879999997,-87.617242759999996,"(41.891460879999997, -87.617242759999996)"
2015,160399,400 N MCCLURG,400 North McClurg,60611,NEAR NORTH SIDE,Multifamily Housing,474551,1991,1,24,15916267,27532037,,,,91.6,166.2,94.8,168.5,4660,9.800000000000001,41.889196650000002,-87.618130320000006,"(41.889196650000002, -87.618130320000006)"
2015,165606,museum of contemporary art,220 e. chicago ave.,60611,NEAR NORTH SIDE,Museum,300000,1996,2,,15922586,18860854,,,,115.9,232.7,115.9,232.7,4201,14,41.89722484,-87.621048099999996,"(41.89722484, -87.621048099999996)"
2015,160304,The Tides at Lakeshore East,360 E. South Water Street,60601,LOOP,Multifamily Housing,755591,2008,1,71,16024925,28308521,,,,58.7,105.9,60.4,107.1,4723,6.3,41.886735450000003,-87.618173650000003,"(41.886735450000003, -87.618173650000003)"
2015,242238,535 North Michigan,535 North Michigan Avenue,60611,NEAR NORTH SIDE,Multifamily Housing,448591,1962,1,30,16125767,22610859,,,,86.4,165.8,89.1,168.7,4441,9.9,41.891971359999999,-87.624123580000003,"(41.891971359999999, -87.624123580000003)"
2015,160197,Symphony Center,220 South Michigan Avenue,60604,LOOP,Performing Arts,294211,1997,1,,16151361,18337902,,10290912,,152.19999999999999,272.8,151.69999999999999,273.3,4761,16.2,41.878999880000002,-87.625124080000006,"(41.878999880000002, -87.625124080000006)"
2015,174228,Roscoe Square - Chicago,3330 North Western Avenue,60618,NORTH CENTER,Mixed Use Property,140425,1981,1,,16221262,13217100,,,,209.6,461.5,212.6,463.1,3961,28.2,41.941335109999997,-87.689988769999999,"(41.941335109999997, -87.689988769999999)"
2015,101940,Mallers Building LLC,5 S. Wabash Ave.,60603,LOOP,Enclosed Mall,315000,1912,1,,16262066,17698382,,,,107.8,221.1,110.6,223.2,4207,13.4,41.88185833,-87.625669939999995,"(41.88185833, -87.625669939999995)"
2015,251213,Burnham Park Plaza Condo,40 E. 9th St.,60605,LOOP,Multifamily Housing,418548,1915,1,29,16275339,14014721,,,,72.400000000000006,157.30000000000001,73.8,157.4,4014,9.6,41.870780500000002,-87.626415710000003,"(41.870780500000002, -87.626415710000003)"
2015,105938,Harper Court,5235 S Harper Court,60615,HYDE PARK,Office,231240,2013,1,69,17124456,5256538,,,,96.8,256.39999999999998,98.7,258.39999999999998,3720,16.100000000000001,41.80012,-87.589053000000007,"(41.80012, -87.589053000000007)"
2015,101179,Shriners Hospital for Children-Chicago,2211 N. Oak Park Ave.,60707,MONTCLARE,Hospital (General Medical & Surgical),196466,1981,1,28,16284889,33800499,,,,254.9,440.9,255.1,439.9,5067,25.8,41.919690320000001,-87.795080979999994,"(41.919690320000001, -87.795080979999994)"
2015,251214,Wilson Yard,1026-1032 W Montrose,60613,UPTOWN,Mixed Use Property,420494,2010,1,72,16341238,13235718,,,,70.3,155.1,72.099999999999994,157,3986,9.5,41.961818000000001,-87.655469999999994,"(41.961818000000001, -87.655469999999994)"
2015,159283,401 South Clinton,401 S Clinton St,60607,NEAR WEST SIDE,Office,163900,1996,1,30,16407059,,,,,100.1,314.3,100.8,316.39999999999998,3296,20.100000000000001,41.876347490000001,-87.64069198,"(41.876347490000001, -87.64069198)"
2015,159494,Presence Resurrection Retirement Community,7262 West Peterson Avenue,60631,NORWOOD PARK,Multifamily Housing,404455,1978,4,10,16442701,28194299,,,,110.4,200.8,111.9,202.5,4801,11.9,41.990913280000001,-87.810672760000003,"(41.990913280000001, -87.810672760000003)"
2015,252044,Law/ Mott/ Social Service Admin/ Faculty Housing,1111 East 60th Street,60637,WOODLAWN,College/University,370540,1959,4,,16499081,30390,29762838,8852436,,148.80000000000001,260.39999999999998,150.9,263.3,5759,15.5,41.785087300000001,-87.599057689999995,"(41.785087300000001, -87.599057689999995)"
2015,101881,25 E Washington,25 East Washington Street,60602,LOOP,Office,488324,1914,1,94,16540973,,4735953,,,43.6,118,44.1,118.1,3638,7.4,41.882917599999999,-87.626668640000005,"(41.882917599999999, -87.626668640000005)"
2015,160184,29 E. Madison LLC,29 E. Madison,60602,LOOP,Office,240076,1904,1,47,16568914,14950155,,,,131.30000000000001,282.10000000000002,136.1,286.2,4123,17.2,41.88182922,-87.626699200000004,"(41.88182922, -87.626699200000004)"
2015,172685,Washington Square-North and Cicero Development LLC,4821-4951 West North Avenue,60634,AUSTIN,Retail Store,180677,1980,1,79,16583733,1519162,,,,100.2,297,100.3,297.2,3413,18.899999999999999,41.908329199999997,-87.747663439999997,"(41.908329199999997, -87.747663439999997)"
2015,159637,Hawthorne House,3450 N Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,530632,1968,1,19,16596630,32654746,,,,92.8,162.80000000000001,96,166.2,5069,9.6,41.945132270000002,-87.642212979999996,"(41.945132270000002, -87.642212979999996)"
2015,158403,Illinois Institute of Technology- DTC,565 West Adams Street,60661-3061,NEAR WEST SIDE,College/University,284000,1992,1,,16617508,182519,,,,59.2,184.4,60.2,187.8,3348,11.8,41.878974030000002,-87.64212148,"(41.878974030000002, -87.64212148)"
2015,160422,Hotel Palomar Chicago,505 North State Street,60654,NEAR NORTH SIDE,Hotel,108228,2010,1,1,16624069,8842738,,,,235.3,568.1,237.9,572.6,3810,35.200000000000003,41.891089749999999,-87.627522519999999,"(41.891089749999999, -87.627522519999999)"
2015,243703,The Newport CA,4800 S. Chicago Beach Drive,60615,KENWOOD,Multifamily Housing,770012,1963,2,28,16636322,67968500,,,,109.9,160.5,115.4,166.4,6953,9,41.806568409999997,-87.586703229999998,"(41.806568409999997, -87.586703229999998)"
2015,103798,Federal Railroad Retirement Board,844 W. Rush Street,60611,NEAR NORTH SIDE,Office,383007,1923,4,,16656002,16763465,,,,87.3,182.5,90.2,184.7,4237,11.1,41.897976130000004,-87.626227150000005,"(41.897976130000004, -87.626227150000005)"
2015,101954,Garland Building,111 N. Wabash Avenue,60602,LOOP,Office,259000,1914,1,49,16718367,14728558,,,,121.4,262.39999999999998,125.3,265.3,4141,16,41.883570290000002,-87.626213359999994,"(41.883570290000002, -87.626213359999994)"
2015,101929,"200 S. Michigan, LLC",200 S. Michigan Ave.,60604,LOOP,Office,421232,1958,1,83,16746581,12865049,,7503996,,88.1,174.7,89.1,175.8,4443,10.5,41.879313240000002,-87.624919149999997,"(41.879313240000002, -87.624919149999997)"
2015,158651,1350-60 N LSD,1350 N Lake Shore Dr.,60610,NEAR NORTH SIDE,Multifamily Housing,726800,1951,2,39,16762433,50770378,,,,92.9,145.80000000000001,96.4,148.80000000000001,6064,8.300000000000001,41.907132650000001,-87.626420609999997,"(41.907132650000001, -87.626420609999997)"
2015,242537,James Kilmer Condo Association,1560 North Sandburg Terrace,60610,NEAR NORTH SIDE,Multifamily Housing,797058,1971,2,68,16776538,42283410,,,,74.099999999999994,121.8,76.8,124.2,5617,7,41.910415399999998,-87.63270387,"(41.910415399999998, -87.63270387)"
2015,232458,4800-50 South Lake Park Ave,4800-50 South Lake Park Ave,60615,KENWOOD,Multifamily Housing,627860,1974,2,34,16779390,47915506,,,,103,164,107,167.6,5916,9.4,41.80747487,-87.59126397,"(41.80747487, -87.59126397)"
2015,100448,Hilton Chicago MM Suites,198 East Delaware Place,60611,NEAR NORTH SIDE,Hotel,314850,1989,1,41,16779407,28364284,,,,143.4,261.89999999999998,146,263.39999999999998,4878,15.5,41.899563319999999,-87.622151830000007,"(41.899563319999999, -87.622151830000007)"
2015,242935,The New York Private Residences,3660 N. Lake Shore Dr.,60613,LAKE VIEW,Multifamily Housing,623956,1987,1,63,16780179,27661931,,,,71.2,131,73.5,132.80000000000001,4841,7.8,41.949529759999997,-87.645857179999993,"(41.949529759999997, -87.645857179999993)"
2015,121212,Village Market,333 E. Benton,60601,LOOP,Other - Mall,136783,2011,1,,16874039,19495453,,,,265.89999999999998,537,269.3,540.6,4426,32.4,41.88548291,-87.618460319999997,"(41.88548291, -87.618460319999997)"
2015,106618,215 West Apartments,215 W Washington St,60606,LOOP,Multifamily Housing,674750,2010,1,88,16931699,9491175,,,3450,39.200000000000003,93.6,,,3906,5.8,41.883222959999998,-87.634520019999997,"(41.883222959999998, -87.634520019999997)"
2015,158083,Renaissance Ohare,8500 west bryn mawr ave,60631,OHARE,Hotel,314254,2003,1,40,17008104,21503597,,,,122.5,241.8,123,241.5,4559,14.5,41.982446779999997,-87.841010940000004,"(41.982446779999997, -87.841010940000004)"
2015,160198,"The Blackstone, A Renaissance Hotel",636 South Michigan Avenue,60605,LOOP,Hotel,385000,2008,1,42,17012795,22912658,,,,103.7,201.2,105,201.2,4635,12,41.87333117,-87.624229470000003,"(41.87333117, -87.624229470000003)"
2015,173612,Bell Federal Building,79 W. Monroe,60603,LOOP,Office,198650,1904,1,48,17181167,,,4175221,,107.5,292.60000000000002,110.1,302.89999999999998,3672,18.5,41.88067281,-87.630539769999999,"(41.88067281, -87.630539769999999)"
2015,158361,311GE-Chicago-Downtown,30 East Hubbard At State Street,60611,NEAR NORTH SIDE,Hotel,266374,1992,1,37,17301553,9024900,,,,98.8,239.5,100.6,245.2,3956,14.8,41.890316429999999,-87.627624299999994,"(41.890316429999999, -87.627624299999994)"
2015,157011,LittleVilMpx-CPS,3120 S Kostner Ave,60623,SOUTH LAWNDALE,K-12 School,290134,2005,1,57,17425442,9371994,,,,92.4,222.5,94.3,223.1,3999,13.8,41.835167220000002,-87.735566309999996,"(41.835167220000002, -87.735566309999996)"
2015,158295,congress plaza hotel,520 s. michigan ave.,60605,LOOP,Hotel,600700,1873,1,60,17448855,55580703,,,,121.6,188.4,125.2,191,6458,10.8,41.891483100000002,-87.624958149999998,"(41.891483100000002, -87.624958149999998)"
2015,244360,1720 South Michigan Condominium Association,1720 S Michigan,60616,NEAR SOUTH SIDE,Multifamily Housing,528647,2007,1,44,17448862,29088774,,,,88,161.4,91.5,165.3,5051,9.6,41.858623389999998,-87.624210689999998,"(41.858623389999998, -87.624210689999998)"
2015,103639,121 West Wacker Drive,121 West Wacker Drive,60601,LOOP,Office,518217,1930,1,83,17734460,20793862,,10528044,,94.7,169.9,97,172.4,5222,10.1,41.88653309,-87.631999260000001,"(41.88653309, -87.631999260000001)"
2015,240019,(IL298) - 1555 Astor Condo,1555 N. Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,315677,1974,1,2,17775097,22196690,,,,126.6,250.6,131.4,260.8,4750,15,41.91063947,-87.627284759999995,"(41.91063947, -87.627284759999995)"
2015,158215,Wabash Building,425 S. Wabash Ave,60605,LOOP,Residence Hall/Dormitory,414585,2011,1,,17779113,25437988,,,,104.2,199.1,106.5,200.8,4923,11.9,41.876353420000001,-87.625601889999999,"(41.876353420000001, -87.625601889999999)"
2015,102331,DisneyMagnet-CPS,4140 N Marine Dr,60613,UPTOWN,K-12 School,260140,1971,1,2,17781570,,,,,68.400000000000006,214.6,68.5,215.2,3573,13.7,41.956725949999999,-87.647005219999997,"(41.956725949999999, -87.647005219999997)"
2015,101910,Michael A. Bilandic Building,160 N. LaSalle St.,60601,LOOP,Office,445145,1920,1,80,17792754,13149448,,,,69.5,156.5,71.900000000000006,158.69999999999999,4273,9.6,41.884743970000002,-87.63249596,"(41.884743970000002, -87.63249596)"
2015,239630,Plaza 440 Private Residences,440 N. Wabash,60611,NEAR NORTH SIDE,Multifamily Housing,515474,1991,1,16,17920517,36427526,,,,105.4,183.4,110,188.1,5535,10.7,41.89032564,-87.627119620000002,"(41.89032564, -87.627119620000002)"
2015,101980,Harold Washington College,30 East Lake Street,60601,LOOP,College/University,345300,1983,1,,17926082,1936775,,,,57.5,168.9,57.9,170.1,3704,10.7,41.886065649999999,-87.626857639999997,"(41.886065649999999, -87.626857639999997)"
2015,242188,The Sterling Private Residences,345 N. LaSalle Dr.,60654,NEAR NORTH SIDE,Multifamily Housing,503000,2001,1,17,18030209,33362114,,,,102.2,182.2,106.3,185.3,5395,10.7,41.888412000000002,-87.632464999999996,"(41.888412000000002, -87.632464999999996)"
2015,236480,Thorndale Beach South Condominium Association,5855 N. Sheridan,60660,EDGEWATER,Multifamily Housing,287849,1967,1,9,18036214,,,,,62.7,196.7,63.4,199.2,3624,12.6,41.988847,-87.654696529999995,"(41.988847, -87.654696529999995)"
2015,158422,"600 Fulton Owner, LLC",600 West Fulton,60661,NEAR WEST SIDE,Office,194581,1901,1,50,18061094,,,,,92.8,291.5,94.2,295.7,3629,18.600000000000001,41.887161659999997,-87.643248729999996,"(41.887161659999997, -87.643248729999996)"
2015,260149,Riverside Square and River's Edge - Chicago,3145 South Ashland Avenue,60608,MCKINLEY PARK,Mixed Use Property,169435,1987,1,,18062988,11860500,,,,176.6,408.2,180.2,412.1,4259,25.1,41.836579499999999,-87.663844909999995,"(41.836579499999999, -87.663844909999995)"
2015,160151,Clargran,501-515 N. Clark St.,60654,NEAR NORTH SIDE,Hotel,343240,2013,1,42,18067639,23918101,,,,122.3,238.5,123.7,238.3,4900,14.3,41.891371999999997,-87.631065000000007,"(41.891371999999997, -87.631065000000007)"
2015,159560,Eugenie Terrace,1730 N Clark Street,60614,LINCOLN PARK,Multifamily Housing,621923,1987,1,26,18097224,39630998,,,,92.8,158.30000000000001,96,160.69999999999999,5741,9.199999999999999,41.91378263,-87.633840390000003,"(41.91378263, -87.633840390000003)"
2015,103640,One North LaSalle,1 N. LaSalle,60602-3902,LOOP,Office,501904,1932,1,85,18137895,19407677,,,,74.8,154.1,77.400000000000006,155.9,4675,9.300000000000001,41.882323300000003,-87.632004300000006,"(41.882323300000003, -87.632004300000006)"
2015,159800,Metropolitan Condominiums,5320 N Sheridan Road,60640,EDGEWATER,Multifamily Housing,370000,1984,1,7,18154013,4824900,,,,62.1,167.8,64.099999999999994,173.5,3904,10.6,41.979271480000001,-87.655513729999996,"(41.979271480000001, -87.655513729999996)"
2015,131375,"BAI Century, LLC",2828 N. Clark St.,60657,LAKE VIEW,Enclosed Mall,171000,1925,1,,18178959,9406368,,,,161.30000000000001,391.6,164.4,394.8,4152,24.3,41.933771190000002,-87.646322940000005,"(41.933771190000002, -87.646322940000005)"
2015,101686,Harlem-Foster Shopping Center,7240 West Foster Avenue,60656,NORWOOD PARK,Strip Mall,273613,1958,30,,18203515,15646196,,,,123.7,268.89999999999998,124.6,269.5,4488,16.399999999999999,41.974578000000001,-87.808091000000005,"(41.974578000000001, -87.808091000000005)"
2015,243199,Montgomery on Superior Condominium Association,500 W. Superior,60654,NEAR NORTH SIDE,Multifamily Housing,403260,2005,1,6,18233083,28837977,,,,116.7,217.1,121,221.1,5195,12.9,41.895874030000002,-87.642264269999998,"(41.895874030000002, -87.642264269999998)"
2015,252054,"Rockefeller,Mitchell,Reynolds,Hutchinson,Zoology,Erman,Mandel,Oriental,Pres.Home",5850 South Woodlawn Avenue,60637,HYDE PARK,College/University,351843,1928,9,,18291128,2739450,29788389,1304480,,148.1,277,151.30000000000001,280.3,5867,16.7,41.789211639999998,-87.596435299999996,"(41.789211639999998, -87.596435299999996)"
2015,158316,Hard Rock Hotel,230 N Michigan Ave,60601,LOOP,Hotel,399000,1929,1,42,18309730,22007699,,,,101,202,103.8,204.1,4848,12.1,41.886604810000001,-87.625005150000007,"(41.886604810000001, -87.625005150000007)"
2015,119629,#380 Lincoln Park,2746 N. Clybourn Avenue,60614,LINCOLN PARK,Wholesale Club/Supercenter,142374,2001,1,5,18581841,11510921,,,,211.4,494.7,215.2,497.7,4345,30.5,41.931307570000001,-87.677370640000007,"(41.931307570000001, -87.677370640000007)"
2015,160322,210 N. Wells,210 N. Wells,60606,LOOP,Multifamily Housing,387842,2011,1,3,18640186,20195173,,,,100.1,205.6,100.3,206.1,4818,12.4,41.886028000000003,-87.633976000000004,"(41.886028000000003, -87.633976000000004)"
2015,244840,235 W. Van Buren Condo Association,235 W Van Buren,60607,LOOP,Multifamily Housing,801360,2009,1,64,18788222,40129167,,10944960,,87.2,139.9,89.5,143,,,41.876261679999999,-87.635721820000001,"(41.876261679999999, -87.635721820000001)"
2015,101850,One East Wacker,One East Wacker Drive,60601,LOOP,Office,688275,1962,1,95,18866688,26461229,,,,65.900000000000006,126.4,68.900000000000006,129.69999999999999,5196,7.5,41.886530350000001,-87.627542489999996,"(41.886530350000001, -87.627542489999996)"
2015,244592,Museum Park Place South,1901 S. Calumet Ave,60616,NEAR SOUTH SIDE,Multifamily Housing,537033,2009,1,53,18953063,6644824,,,,47.7,123.8,48.1,123.3,4161,7.7,41.856221959999999,-87.618640819999996,"(41.856221959999999, -87.618640819999996)"
2015,101492,Wright College,4300 North Narragansett,60634,DUNNING,College/University,544380,1993,4,,18983573,,,,,34.9,109.5,33.9,106.5,3814,7,41.958130429999997,-87.789580119999997,"(41.958130429999997, -87.789580119999997)"
2015,165143,Chicago Historical Society,1601 N Clark Street,60614,LINCOLN PARK,Museum,270160,1932,1,,18989070,23841000,,,,158.5,313.10000000000002,159.9,314.5,5074,18.8,41.912002579999999,-87.631506490000007,"(41.912002579999999, -87.631506490000007)"
2015,244826,Park Tower Condominium Association,5415 N. Sheridan Rd.,60640,EDGEWATER,Multifamily Housing,862821,1971,1,53,18991079,53334815,,,,83.8,134,87.9,138.30000000000001,6648,7.7,41.980300049999997,-87.654456069999995,"(41.980300049999997, -87.654456069999995)"
2015,239739,1212 Lake Shore Drive Condominium,1212 N Lake Shore Drive,60610,NEAR NORTH SIDE,Multifamily Housing,381912,1969,1,23,19050708,3878432,,,,60,167.3,62.7,173.8,4034,10.6,41.904561870000002,-87.625502690000005,"(41.904561870000002, -87.625502690000005)"
2015,244600,One Museum Park West Condominium Association,1201 S Prairie Ave,60605,NEAR SOUTH SIDE,Multifamily Housing,496775,2008,1,23,19086462,28417943,,,,95.6,180.7,99.5,185.6,5344,10.8,41.867122109999997,-87.621622419999994,"(41.867122109999997, -87.621622419999994)"
2015,174221,025110 - Stony Island Plaza,1617-1754 E 95th St,60617,SOUTH DEERING,Strip Mall,189931,1999,8,,19132149,48000,,,,101,316.60000000000002,101,316.60000000000002,3846,20.3,41.721235200000002,-87.584273609999997,"(41.721235200000002, -87.584273609999997)"
2015,101943,303 West Madison,303 West Madison,60606,LOOP,Office,345450,1987,1,85,19324838,,,,,55.9,175.7,55.9,175.7,3883,11.2,41.881912919999998,-87.63561095,"(41.881912919999998, -87.63561095)"
2015,128292,Dunning Square,6408-6450 West Irving Park,60634,DUNNING,Mixed Use Property,128268,1963,1,,19364414,1514442,,,,162.80000000000001,486.4,162.80000000000001,486.4,3971,31,41.953979449999999,-87.786611769999993,"(41.953979449999999, -87.786611769999993)"
2015,159537,Chicago Magnificent Mile Dbtree,300 E. Ohio Street,60611,NEAR NORTH SIDE,Hotel,316063,1976,1,40,19600504,13813300,,,,105.7,240.6,107.6,244.3,4672,14.8,41.892795649999996,-87.619806519999997,"(41.892795649999996, -87.619806519999997)"
